Date,OpenPrice,HighPrice,LowPrice,ClosePrice,WAP,Volume,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
4-Apr-11,3227.05,3295,3227.05,3283.85,3277.946224,70850,3778,232242490,24499,34.58,67.95,56.8
5-Apr-11,3277,3290,3231,3279.5,3258.475776,60312,3668,196525191,10694,17.73,59,2.5
6-Apr-11,3278,3297.65,3253.45,3270.6,3276.098227,67466,4114,221025243,11719,17.37,44.2,-7.4
7-Apr-11,3264,3264,3239,3247.45,3250.512066,61000,3151,198281236,18522,30.36,25,-16.55
8-Apr-11,3245,3263.7,3207.65,3226.95,3228.197297,65338,3341,210923955,19354,29.62,56.05,-18.05
11-Apr-11,3215,3262,3183.45,3239.5,3236.478807,59053,4301,191123783,6274,10.62,78.55,24.5
13-Apr-11,3223.8,3316.85,3196.15,3306,3273.01049,126602,8233,414369674,22180,17.52,120.7,82.2
15-Apr-11,3304.9,3304.9,2976.1,2988.8,3058.741021,2207789,135175,6753054780,692633,31.37,328.8,-316.1
18-Apr-11,2909.5,2968.05,2891.8,2905.2,2926.902293,928452,58230,2717488288,297986,32.09,76.25,-4.3
19-Apr-11,2918,2929,2880,2886.7,2904.25853,554156,33163,1609412290,131020,23.64,49,-31.3
20-Apr-11,2920,2928,2892,2905.5,2908.933086,402455,24023,1170714665,132277,32.87,36,-14.5
21-Apr-11,2922,2938.05,2900,2909.25,2920.233003,375948,22180,1097855757,131915,35.09,38.05,-12.75
25-Apr-11,2918.4,2964,2909,2942.15,2943.97858,340810,21152,1003337340,147439,43.26,55,23.75
26-Apr-11,2939.9,2950,2921,2938.45,2938.162625,313243,17604,920358875,138310,44.15,29,-1.45
27-Apr-11,2950,2963.1,2942.2,2953.7,2953.213784,185065,10430,546536509,98234,53.08,20.9,3.7
28-Apr-11,2952.9,2958,2926.05,2931.55,2938.234894,102923,6427,302411950,30150,29.29,31.95,-21.35
29-Apr-11,2920,2929,2890,2905.95,2907.113916,142491,8598,414237569,56135,39.4,39,-14.05
2-May-11,2924.7,2942,2913.25,2923.35,2924.853576,148118,9398,433223462,46461,31.37,28.75,-1.35
3-May-11,2922.9,2952.95,2900,2910.75,2934.377,152154,10268,446477198,42242,27.76,52.95,-12.15
4-May-11,2905,2905,2842,2867.5,2867.86895,176025,13569,504816632,69919,39.72,63,-37.5
5-May-11,2867,2879.9,2833,2843.1,2855.148412,83713,6650,239013039,17749,21.2,46.9,-23.9
6-May-11,2867.4,2903.7,2848.5,2886.9,2874.577863,89857,7398,258300943,19852,22.09,55.2,19.5
9-May-11,2914.8,2916,2871.05,2903.7,2893.364449,65883,5629,190623530,15728,23.87,44.95,-11.1
10-May-11,2909,2924,2875.1,2880.4,2897.714537,89199,7591,258473239,22880,25.65,48.9,-28.6
11-May-11,2885,2919.9,2881.95,2904.2,2907.169656,62721,5266,182340588,13991,22.31,37.95,19.2
12-May-11,2895,2907,2875.1,2882.4,2889.099788,80070,4394,231330220,25562,31.92,31.9,-12.6
13-May-11,2892.7,2908,2871.4,2880.05,2892.381813,72347,4502,209255147,21835,30.18,36.6,-12.65
16-May-11,2877.4,2877.4,2840.65,2849.75,2852.629369,67342,3842,192101767,26389,39.19,36.75,-27.65
17-May-11,2848,2876.1,2834,2843.95,2854.877499,63167,5171,180334047,20495,32.45,42.1,-4.05
18-May-11,2855,2883,2801.25,2840.75,2843.91605,187825,13934,534158532,42460,22.61,81.75,-14.25
19-May-11,2850,2856.5,2836.2,2846.35,2847.894307,83175,4894,236873609,28749,34.56,20.3,-3.65
20-May-11,2846,2862,2833.3,2850.55,2848.116091,91247,5130,259882049,46954,51.46,28.7,4.55
23-May-11,2846,2854.8,2826.9,2835.7,2838.008771,72509,4589,205781178,33051,45.58,27.9,-10.3
24-May-11,2840,2862,2836,2845.05,2849.960528,65008,4396,185270234,21383,32.89,26,5.05
25-May-11,2825,2825,2762,2795,2793.507779,122128,9154,341165518,31725,25.98,63,-30
26-May-11,2796,2797,2757,2779.3,2774.46009,65022,4967,180400944,16975,26.11,40,-16.7
27-May-11,2765,2805.45,2765,2787.95,2788.695326,41464,3268,115630463,11884,28.66,40.45,22.95
30-May-11,2800,2808,2763.15,2780.2,2780.378469,49037,3133,136341419,8245,16.81,44.85,-19.8
31-May-11,2783,2818.75,2780,2791.85,2797.644806,80739,4824,225879044,17892,22.16,38.75,8.85
1-Jun-11,2794,2824,2785,2812,2803.83411,139761,4952,391866659,73010,52.24,39,18
2-Jun-11,2784.9,2820,2776.6,2802.75,2801.344384,70976,4375,198828219,19811,27.91,43.4,17.85
3-Jun-11,2818,2840,2805.05,2813.5,2822.793694,105964,5527,299114511,57316,54.09,34.95,-4.5
6-Jun-11,2817,2845,2795,2838.45,2819.606434,43797,2921,123490303,13330,30.44,50,21.45
7-Jun-11,2828,2905,2828,2892.75,2878.742007,101022,7431,290816275,35674,35.31,77,64.75
8-Jun-11,2889,2890,2867.35,2872.2,2877.87958,92518,4368,266255663,46123,49.85,22.65,-16.8
9-Jun-11,2875.35,2879,2853.1,2861.5,2864.537144,44785,3540,128288296,15715,35.09,25.9,-13.85
10-Jun-11,2864.05,2879.75,2852.2,2861.6,2863.114133,72731,4199,208237154,27043,37.18,27.55,-2.45
13-Jun-11,2850,2884.9,2822.4,2877.55,2860.577822,59572,4162,170410342,23420,39.31,62.5,27.55
14-Jun-11,2873,2883,2868,2873.45,2873.945163,75515,3717,217025969,47070,62.33,15,0.45
15-Jun-11,2860,2862,2826.15,2833.9,2834.282758,112043,3627,317561543,66796,59.62,35.85,-26.1
16-Jun-11,2824,2825,2795.25,2800.55,2806.942699,55636,3645,156167064,23758,42.7,29.75,-23.45
17-Jun-11,2808.8,2808.8,2732.25,2764.4,2751.791047,125138,7850,344353628,40095,32.04,76.55,-44.4
20-Jun-11,2777,2780.8,2660.55,2708.9,2713.745546,111706,12441,303141660,46151,41.31,120.25,-68.1
21-Jun-11,2717,2753.9,2694,2726.45,2725.586719,81799,4098,222950268,25674,31.39,59.9,9.45
22-Jun-11,2754.1,2780.5,2740.35,2748,2758.874081,84181,4947,232244779,31930,37.93,40.15,-6.1
23-Jun-11,2750,2787,2736.2,2774.15,2759.668783,106462,4007,293799858,69662,65.43,50.8,24.15
24-Jun-11,2794,2877,2794,2862.1,2835.228459,103629,6267,293811890,39419,38.04,83,68.1
27-Jun-11,2833,2914,2825,2867.85,2874.1624,99538,7782,286088377,28486,28.62,89,34.85
28-Jun-11,2871,2876.75,2845,2863.85,2860.274601,54672,4838,156376933,15477,28.31,31.75,-7.15
29-Jun-11,2866.2,2905,2866.2,2881.75,2885.089715,32213,3101,92937395,11337,35.19,38.8,15.55
30-Jun-11,2875,2915.95,2875,2907.4,2896.519519,43471,4626,125914600,20291,46.68,40.95,32.4
1-Jul-11,2930,2965.85,2920,2934.3,2942.209803,93464,7243,274990697,30860,33.02,45.85,4.3
4-Jul-11,2950,2974.05,2933.3,2938.9,2947.187595,49980,3721,147300436,13253,26.52,40.75,-11.1
5-Jul-11,2943,2968.3,2926.25,2954.5,2950.479537,67440,4816,198980340,20525,30.43,42.05,11.5
6-Jul-11,2948,2970,2936,2952.55,2953.564682,36780,2328,108632109,9112,24.77,34,4.55
7-Jul-11,2955,2999,2945,2995.15,2974.129847,57845,4060,172038541,20068,34.69,54,40.15
8-Jul-11,3000,3020,2965.65,2977.9,2998.873643,54900,4270,164638163,16075,29.28,54.35,-22.1
11-Jul-11,2945,2974,2890,2919,2915.697277,112826,7570,328966461,13281,11.77,84,-26
12-Jul-11,2850,2850,2749.35,2794.25,2778.090639,673740,39592,1871710787,155016,23.01,100.65,-55.75
13-Jul-11,2767,2808,2762.8,2784.2,2781.991401,161992,9517,450660351,34711,21.43,45.2,17.2
14-Jul-11,2764.95,2766,2732.4,2740.95,2742.621118,272206,12454,746557924,136799,50.26,33.6,-24
15-Jul-11,2740.95,2770,2725,2730.55,2733.121711,191634,7945,523759046,83762,43.71,45,-10.4
18-Jul-11,2744.9,2744.9,2709,2714.05,2720.954226,238347,6092,648531277,34276,14.38,35.9,-30.85
19-Jul-11,2727.8,2772,2717.1,2753.35,2743.049195,99156,5667,271989786,22320,22.51,54.9,25.55
20-Jul-11,2765,2771,2745,2751.65,2752.11595,77223,3005,212526650,34471,44.64,26,-13.35
21-Jul-11,2751.9,2782,2735,2767.3,2766.218199,77553,5200,214528520,35833,46.2,47,15.4
22-Jul-11,2778,2838,2775.5,2825.35,2816.590102,97212,8652,273806357,31003,31.89,62.5,47.35
25-Jul-11,2819.4,2823,2790.35,2806.6,2806.243387,49596,3217,139178447,14882,30.01,32.65,-12.8
26-Jul-11,2803.05,2824,2787.2,2799.6,2802.611611,42684,2336,119626674,14913,34.94,36.8,-3.45
27-Jul-11,2800,2833.65,2787.2,2796.05,2807.376357,46145,3477,129546382,10654,23.09,46.45,-3.95
28-Jul-11,2775,2775,2736,2747.4,2747.14074,49730,3629,136615309,15333,30.83,39,-27.6
29-Jul-11,2745,2778.5,2729,2766.8,2762.328287,38177,2471,105457407,7673,20.1,49.5,21.8
1-Aug-11,2780,2819.95,2780,2809.15,2808.175482,27792,2446,78044813,7691,27.67,39.95,29.15
2-Aug-11,2804.95,2804.95,2746,2752.85,2763.516864,44563,2801,123150602,15554,34.9,58.95,-52.1
3-Aug-11,2739,2740,2710.2,2732.05,2725.904623,37441,3124,102060595,8629,23.05,29.8,-6.95
4-Aug-11,2737.6,2757.9,2704.65,2708.3,2733.924997,49065,3004,134140030,13342,27.19,53.25,-29.3
5-Aug-11,2660,2660,2530,2590.55,2586.783589,216320,15506,559573026,57640,26.65,130,-69.45
8-Aug-11,2500,2500,2431.4,2468,2463.222697,258984,13864,637935267,95546,36.89,68.6,-32
9-Aug-11,2398,2439,2350,2377.1,2385.407668,333033,15886,794419472,127685,38.34,89,-20.9
10-Aug-11,2454,2475.1,2412.45,2445.6,2446.096802,139294,8866,340726608,26245,18.84,62.65,-8.4
11-Aug-11,2428.05,2465,2414,2438.95,2439.862533,95441,6098,232862920,14144,14.82,51,10.9
12-Aug-11,2482.05,2485,2343.7,2374.45,2387.815317,197793,13171,472293155,70806,35.8,141.3,-107.6
16-Aug-11,2411.25,2438,2375.2,2392.65,2400.933415,115101,5904,276349837,16663,14.48,62.8,-18.6
17-Aug-11,2400,2463,2400,2449.15,2438.633649,106114,7434,258773171,14777,13.93,63,49.15
18-Aug-11,2465,2467,2351,2362.05,2375.736847,157623,9637,374470769,55499,35.21,116,-102.95
19-Aug-11,2272,2272,2172.65,2225.4,2207.731885,425747,22472,939935227,120544,28.31,99.35,-46.6
22-Aug-11,2217.9,2247.65,2171.85,2194.05,2210.662938,252933,8852,559149609,135889,53.73,75.8,-23.85
23-Aug-11,2204.6,2300,2195,2274,2250.387586,198539,13303,446789701,26863,13.53,105,69.4
24-Aug-11,2280,2280,2231,2249.95,2251.447012,112885,7130,254154596,21113,18.7,49,-30.05
25-Aug-11,2245,2264,2169,2189.65,2210.401686,217991,11578,481847674,73931,33.91,95,-55.35
26-Aug-11,2189.9,2253.85,2183.05,2204.55,2219.196011,311890,15320,692145044,121898,39.08,70.8,14.65
